,,,,,Score,Score,Score,Score,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Team,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent,Opponent
Rk,Gtm,Date,,Opp,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF
20,20,2025-12-02,,WAS,W,121,102,,46,102,.451,17,40,.425,29,62,.468,.534,12,17,.706,13,38,51,26,12,6,11,21,35,88,.398,9,36,.250,26,52,.500,.449,23,32,.719,16,37,53,23,5,11,15,15
21,21,2025-12-04,,GSW,W,99,98,,39,85,.459,10,37,.270,29,48,.604,.518,11,14,.786,11,36,47,23,8,7,19,14,37,89,.416,12,42,.286,25,47,.532,.483,12,16,.750,11,32,43,27,12,4,13,20
22,22,2025-12-05,@,MIL,W,116,101,,39,86,.453,17,43,.395,22,43,.512,.552,21,22,.955,11,31,42,25,12,1,15,24,35,76,.461,11,32,.344,24,44,.545,.533,20,27,.741,7,30,37,26,8,3,18,21
23,23,2025-12-07,,LAL,L,108,112,,36,102,.353,13,36,.361,23,66,.348,.417,23,26,.885,17,37,54,21,5,4,6,17,41,85,.482,13,36,.361,28,49,.571,.559,17,27,.630,8,44,52,25,3,8,10,22
24,24,2025-12-12,,IND,W,115,105,,35,79,.443,12,37,.324,23,42,.548,.519,33,43,.767,11,39,50,22,6,4,13,19,38,96,.396,13,38,.342,25,58,.431,.464,16,19,.842,12,34,46,26,6,4,7,27
25,25,2025-12-14,@,ATL,L,117,120,,38,101,.376,17,41,.415,21,60,.350,.460,24,29,.828,21,33,54,25,10,10,12,15,43,99,.434,17,33,.515,26,66,.394,.520,17,21,.810,18,39,57,33,8,6,17,23
26,26,2025-12-19,@,NYK,W,116,107,,40,88,.455,17,41,.415,23,47,.489,.551,19,21,.905,10,26,36,21,7,8,11,24,39,88,.443,8,32,.250,31,56,.554,.489,21,25,.840,21,36,57,26,3,3,18,21
27,27,2025-12-20,,DAL,W,121,114,,44,102,.431,12,40,.300,32,62,.516,.490,21,28,.750,20,27,47,27,11,2,10,13,45,83,.542,3,18,.167,42,65,.646,.560,21,22,.955,8,36,44,24,5,7,18,22
28,28,2025-12-23,,BRK,L,106,114,,33,81,.407,7,27,.259,26,54,.481,.451,33,38,.868,13,30,43,15,12,5,17,26,35,82,.427,17,45,.378,18,37,.486,.530,27,33,.818,12,27,39,24,8,2,19,25
29,29,2025-12-26,@,CHI,L,102,109,,35,93,.376,11,39,.282,24,54,.444,.435,21,24,.875,13,33,46,22,7,4,9,20,38,86,.442,14,41,.341,24,45,.533,.523,19,25,.760,12,40,52,31,3,6,12,18
30,30,2025-12-28,@,OKC,L,104,129,,35,83,.422,17,43,.395,18,40,.450,.524,17,21,.810,13,25,38,21,5,5,23,22,50,87,.575,10,28,.357,40,59,.678,.632,19,25,.760,9,26,35,27,12,6,14,18
31,31,2025-12-30,@,MEM,W,139,136,OT,51,111,.459,15,42,.357,36,69,.522,.527,22,27,.815,14,27,41,33,14,5,9,23,51,92,.554,11,29,.379,40,63,.635,.614,23,26,.885,9,42,51,28,2,10,20,18
